lib,loops,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10
when,10,1053,594,825,689,3296,209,1273,1078,2806,497,278,490,3228,680,426,303,434,557,426,510,14.37,35.28,47.71,60.18,35.77,49.77,62.58,75.09,51.83,64.34,76.86,89.3,61.42,74.25,86.66,99.06,111.46,124.59,137.06,149.46
when,100,4400,2647,12283,4921,9599,3469,2381,2213,2425,1698,4783,4388,23356,2733,4639,27960,2093,1729,2589,2010,99.14,95.68,174.84,272.86,237.14,334.57,282.69,380.1,90.03,187.48,284.98,382.32,214.96,312.32,409.79,287.47,384.93,482.27,580.36,379.56
when,500,14352,67053,12553,58729,135695,57566,12474,88587,59435,11489,82055,11741,12116,79371,11567,12490,78051,11834,13189,78437,235.81,451.5,244.07,422.36,208.44,437.76,560.17,221.23,443.32,557.99,225.71,451.62,541.37,226.74,452.2,540.16,226.55,452.27,540.24,226.89
when,1000,135335,77395,73690,52523,66874,108948,57340,55907,53852,52931,55544,109087,56298,55187,103059,53744,55367,54230,108408,53165,184.68,93.82,113.74,84.69,251.33,83.25,87.28,83.07,87.19,87.73,87.92,82.95,86.99,87.55,83.69,86.62,87.28,87.31,84.52,88.13
