lib,loops,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10
Q,1000,501672,649079,580590,623177,560286,638550,611437,599830,626832,572933,613622,567138,610881,619230,612604,617794,579264,616930,559686,628655,2345.7,2228.85,1928.59,2195.25,1789.9,2131.83,1976.84,2028.71,2236.8,1929.83,2195.38,1789.79,2128.08,1976.61,2023.06,2237.03,1929.88,2196.71,1788.78,2131.03
