lib,loops,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,diff11,diff12,diff13,diff14,diff15,diff16,diff17,diff18,diff19,diff20, mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10, mem11,mem12,mem13,mem14,mem15,mem16,mem17,mem18,mem19,mem20
when,1000,89640,79482,82580,74786,202950,65690,67792,60589,122407,53146,124438,137950,54888,106460,54988,55424,52683,108747,65306,53628,850.22,1680.89,863.78,969.5,853.47,1704.62,850.21,868.82,849.14,869.99,852.35,845.59,865.93,845.95,861.96,864.98,865.09,850.87,869.42,856.33
