lib,loops,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10
async,1000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,26.16,68.95,102.22,168.45,145.9,133.99,200.22,196.59,41.06,108.36,175.07,241.14,110.98,176.85,242.71,124.94,190.86,256.72,322.62,181.4
