lib,loops,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10
when,1000,90326,140244,130872,132965,130933,133306,136160,141021,147791,134801,133803,132846,129885,133383,128065,129962,139098,143795,130125,129367,849.73,1786.85,1788.89,1787.94,1785.03,1785.33,1785.33,1785.36,1784.63,1785.79,1784.93,1784.79,1784.69,1784.75,1784.74,1784.78,1784.9,1785.67,1784.94,1785.03
